id,순위,마번,마명,산지,성별,연령,중량,기수명,조교사명,마주명,마체중,단승,연승,장구현황,구간별순위,S-1F,1코너,2코너,3코너,G-3F,4코너,G-1F,경주기록,날짜,날씨,주로상태,등급,거리
101,10,6,서던맨,한,거,5세,54,빅투아르,홍대유,이경희,474,26.4,3.8,"양털코, 혀끈",6- 6- 7- 7- 6- 8- 11,00:14.7,00:14.7,00:27.7,01:04.8,01:12.7,01:20.5,  ,01:55.3,2021년04월10일(토),맑음,양호,국5등급,1700M
102,11,5,미라클호프,한,수,5세,55,이용호,우창구,변갑한,482,1124,43.8,"망사,Triabit+",3- 3- 3- 6- 8- 7- 10,00:14.5,00:14.5,00:27.2,01:04.8,01:12.9,01:20.5,  ,01:55.5,2021년04월10일(토),맑음,양호,국5등급,1700M
103,12,2,올마이퀸,한,암,5세,51,박태종,김동철,양순희,439,10.4,4.8,"망사, 반가지큰",8- 8- 8- 9- 10- 10- 12,00:14.9,00:14.9,00:28.0,01:05.4,01:13.2,01:20.9,  ,01:55.6,2021년04월10일(토),맑음,양호,국5등급,1700M
104,1,5,나의전설,한,수,4세,54,우에다,송문길,박복용,475,7.4,1.8,망사,3- 3- 3- 3- 2- 2- 2,00:14.2,00:20.2,00:33.0,01:10.6,01:18.3,01:25.7,01:44.6,01:57.7,2021년04월10일(토),맑음,양호,국4등급,1800M
105,2,4,럭셔리캡틴,한,수,4세,58,박을운,김동균,김은갑,529,4.2,1.4,눈가면,1- 1- 1- 1- 1- 1- 1,00:14.1,00:20.0,00:32.6,01:10.3,01:18.0,01:25.4,01:44.5,01:58.0,2021년04월10일(토),맑음,양호,국4등급,1800M
106,3,7,화이트참,한,수,3세,55,김동수,전승규,김세민,465,3.1,1.8,"계란형큰, 눈가면",9- 9- 9- 9- 9- 9- 6,00:14.6,00:20.7,00:34.0,01:11.5,01:19.4,01:26.7,01:45.5,01:58.5,2021년04월10일(토),맑음,양호,국4등급,1800M
107,4,6,록뉴스,한,거,4세,52,임다빈,정호익,최종환,526,3.9,1.5,망사눈,8- 8- 7- 7- 7- 7- 4,00:14.6,00:20.6,00:33.6,01:11.2,01:19.1,01:26.5,01:45.3,01:58.7,2021년04월10일(토),맑음,양호,국4등급,1800M
108,5,3,백색광채,한,거,5세,54,장추열,배대선,미리내,494,191.3,10,망사,5- 6- 6- 8- 8- 8- 8,00:14.4,00:20.4,00:33.5,01:11.3,01:19.2,01:26.6,01:45.6,01:59.4,2021년04월10일(토),맑음,양호,국4등급,1800M
109,6,10,마성투혼,한,암,4세,54,이철경,서인석,천사들의 안장,460,8.9,3.1,"계란형큰, 망사눈",6- 7- 8- 6- 6- 6- 9,00:14.4,00:20.4,00:33.6,01:10.9,01:18.9,01:26.4,01:45.6,01:59.4,2021년04월10일(토),맑음,양호,국4등급,1800M
110,7,11,시티챔프,한,수,7세,54,조한별,박윤규,윤훈현,477,188.9,56.4,계란형큰,10- 10- 12- 13- 13- 13- 11,00:14.6,00:20.7,00:34.3,01:11.7,01:19.7,01:27.1,01:46.0,01:59.6,2021년04월10일(토),맑음,양호,국4등급,1800M
111,8,9,갑오풀퀸,한,암,5세,52,조상범,이관호,김평갑,417,115.4,17.1,"계란형큰, 망사",14- 14- 14- 14- 14- 14- 14,00:15.5,00:21.6,00:34.8,01:12.3,01:20.1,01:27.6,01:46.5,01:59.7,2021년04월10일(토),맑음,양호,국4등급,1800M
112,9,1,동작,한,거,5세,54,최범현,박재우,이긍열,496,30.8,6.7,"반가지큰, 망사눈",4- 5- 5- 5- 5- 5- 5,00:14.4,00:20.4,00:33.4,01:10.9,01:18.8,01:26.1,01:45.5,01:59.7,2021년04월10일(토),맑음,양호,국4등급,1800M
113,10,14,에이스캔트,한,거,6세,56,다비드,박윤규,김지훈,502,15,3.6,,2- 2- 2- 2- 3- 3- 3,00:14.1,00:20.0,00:32.9,01:10.5,01:18.3,01:25.7,01:45.2,01:59.8,2021년04월10일(토),맑음,양호,국4등급,1800M
114,11,13,시선집중,한,거,4세,54,빅투아르,조현수,이대만,482,559.3,13.8,,7- 4- 4- 4- 4- 4- 7,00:14.4,00:20.3,00:33.1,01:10.7,01:18.6,01:26.0,01:45.6,02:00.0,2021년04월10일(토),맑음,양호,국4등급,1800M
115,12,2,큐티바비,한,암,5세,54,김정준,김윤섭,지원철,487,26.6,5.1,,12- 13- 10- 10- 11- 11- 10,00:15.4,00:21.3,00:34.3,01:11.6,01:19.5,01:26.9,01:46.0,02:00.0,2021년04월10일(토),맑음,양호,국4등급,1800M
116,13,12,만에하나,한,거,5세,54,송재철,김동철,이월희,473,35,16.1,망사눈,11- 12- 13- 11- 10- 10- 13,00:15.0,00:21.2,00:34.7,01:11.6,01:19.4,01:26.8,01:46.5,02:00.6,2021년04월10일(토),맑음,양호,국4등급,1800M
117,14,8,천지애가,한,암,5세,52,정정희,박천서,함운일,476,427.7,22.9,"망사눈, 혀끈",13- 11- 11- 12- 12- 12- 12,00:15.4,00:21.2,00:34.3,01:11.7,01:19.7,01:27.1,01:46.4,02:00.7,2021년04월10일(토),맑음,양호,국4등급,1800M
118,1,11,위즈모멘트,한,암,4세,52,송재철,송문길,최몽주,537,2.2,1.1,망사,2-   -   - 3- 3- 3- 2,00:13.3,  ,  ,00:35.5,00:47.7,00:54.0,01:12.7,01:26.6,2021년04월10일(토),맑음,양호,국3등급,1400M
119,2,1,클린업해피,한,거,4세,54.5,안토니오,박재우,씨유네트워크,517,2.6,1,망사눈,3-   -   - 2- 2- 2- 1,00:13.5,  ,  ,00:35.5,00:47.7,00:54.0,01:12.7,01:26.6,2021년04월10일(토),맑음,양호,국3등급,1400M
120,3,8,새내스퍼트,한,수,4세,53.5,함완식,홍대유,문금철,507,90.1,3.8,망사눈,10-   -   - 7- 4- 4- 4,00:14.0,  ,  ,00:36.5,00:48.4,00:54.6,01:13.5,01:27.0,2021년04월10일(토),맑음,양호,국3등급,1400M
121,4,13,검포,한,수,4세,55.5,이현종,박병일,드림커뮤니티,478,26.9,10.1,망사,4-   -   - 4- 5- 5- 6,00:13.5,  ,  ,00:36.0,00:48.5,00:54.9,01:13.8,01:27.0,2021년04월10일(토),맑음,양호,국3등급,1400M
122,5,3,대디글로리,한,암,5세,54,최범현,김동균,박정배,482,18.7,3.3,"계란형큰, 망사눈",7-   -   - 9- 9- 8- 5,00:13.8,  ,  ,00:37.1,00:49.2,00:55.5,01:13.8,01:27.1,2021년04월10일(토),맑음,양호,국3등급,1400M
123,6,6,님의향기,한,수,5세,54,김아현,토니,한명로,518,38.3,6,"계란형큰,망사눈+,승인편자+,혀끈+",5-   -   - 5- 7- 6- 7,00:13.6,  ,  ,00:36.3,00:48.8,00:55.0,01:14.0,01:27.1,2021년04월10일(토),맑음,양호,국3등급,1400M
124,7,7,스피드흑룡,한,거,5세,53,박태종,김점오,과천시청,510,13.6,7.7,망사눈,6-   -   - 8- 8- 9- 9,00:13.7,  ,  ,00:36.6,00:49.0,00:55.5,01:14.5,01:28.1,2021년04월10일(토),맑음,양호,국3등급,1400M
125,8,14,루킹굿,한,수,5세,55,김용근,전승규,신우철,494,14.9,3.2,"계란형큰, 혀끈, 눈가면",13-   -   - 12- 11- 10- 8,00:14.3,  ,  ,00:37.5,00:49.4,00:55.5,01:14.4,01:28.2,2021년04월10일(토),맑음,양호,국3등급,1400M
126,9,12,황금해,한,수,4세,52.5,박현우,임봉춘,진교원,468,28,14.6,망사눈,9-   -   - 10- 10- 12- 10,00:13.8,  ,  ,00:37.2,00:49.4,00:55.8,01:14.8,01:28.2,2021년04월10일(토),맑음,양호,국3등급,1400M
127,10,10,라온패션,한,거,4세,52,이혁,박종곤,라온산업개발(주),467,23.7,7.3,망사눈,1-   -   - 1- 1- 1- 3,00:13.0,  ,  ,00:35.1,00:47.5,00:53.8,01:13.4,01:28.4,2021년04월10일(토),맑음,양호,국3등급,1400M
128,11,2,호크행진곡,한,수,5세,52,빅투아르,최봉주,오종환,502,22.1,5.8,망사눈,11-   -   - 13- 14- 14- 14,00:14.3,  ,  ,00:38.0,00:50.3,00:56.5,01:15.4,01:28.8,2021년04월10일(토),맑음,양호,국3등급,1400M
129,12,4,스피드이즈칸,한,수,6세,52,김옥성,서정하,대한사료,452,1029.6,60.1,망사눈-,12-   -   - 11- 12- 11- 11,00:14.3,  ,  ,00:37.4,00:49.5,00:55.8,01:15.0,01:28.9,2021년04월10일(토),맑음,양호,국3등급,1400M
130,13,5,황금주머니,한,거,6세,51.5,문정균,김점오,박성하,483,212,16.7,"반가지큰, 망사눈",14-   -   - 14- 13- 13- 13,00:14.7,  ,  ,00:38.2,00:50.1,00:56.3,01:15.4,01:28.9,2021년04월10일(토),맑음,양호,국3등급,1400M
131,14,9,선오브선더,한,거,5세,54,장추열,박대흥,양동희,473,48.9,8.7,망사눈,8-   -   - 6- 6- 7- 12,00:13.8,  ,  ,00:36.4,00:48.7,00:55.0,01:15.3,01:29.7,2021년04월10일(토),맑음,양호,국3등급,1400M
132,1,9,모닝힐,한,거,3세,56,문성혁,서인석,최상기,487,1.2,1.1,눈가면,3-   -   - 1- 1- 1- 1,00:13.6,  ,  ,00:24.4,00:36.2,00:42.4,01:01.0,01:14.5,2021년04월04일(일),흐림,포화,국6등급,1200M
133,2,2,영광의행진,한,수,3세,57,임기원,김동균,변창덕,479,17.5,3.2,"계란형큰,망사눈+,눈가면-",6-   -   - 4- 4- 4- 3,00:13.9,  ,  ,00:25.1,00:37.2,00:43.4,01:02.4,01:16.3,2021년04월04일(일),흐림,포화,국6등급,1200M
134,3,3,허리케인삭스,한,거,4세,57,이현종,강성오,김창식,457,35.6,5.7,"망사눈,코굴레-",2-   -   - 3- 3- 3- 2,00:13.6,  ,  ,00:24.9,00:36.7,00:43.0,01:02.3,01:16.3,2021년04월04일(일),흐림,포화,국6등급,1200M
135,4,8,정문지존,한,거,3세,57,함완식,홍대유,김재영b,491,209.8,7.8,,7-   -   - 8- 8- 8- 5,00:13.9,  ,  ,00:25.5,00:37.7,00:43.9,01:02.9,01:16.5,2021년04월04일(일),흐림,포화,국6등급,1200M
136,5,4,예스아이캔,한,거,3세,57,박현우,안해양,김길중,478,29.5,1.8,망사눈,10-   -   - 11- 10- 10- 8,00:14.3,  ,  ,00:26.2,00:38.6,00:44.9,01:04.1,01:17.0,2021년04월04일(일),흐림,포화,국6등급,1200M
137,6,7,킹심바,한,거,3세,57,김동수,강성오,이관형,484,48.1,14.2,"계란형큰+,양털코+",13-   -   - 14- 14- 14- 13,00:14.9,  ,  ,00:26.9,00:39.5,00:45.8,01:04.7,01:17.0,2021년04월04일(일),흐림,포화,국6등급,1200M
138,7,1,빅포스원,한,암,4세,51,김아현,구자흥,서정범,503,6.5,5.6,"망사+,계란형큰-,망사눈-",1-   -   - 2- 2- 2- 4,00:13.6,  ,  ,00:24.5,00:36.3,00:42.5,01:02.7,01:17.2,2021년04월04일(일),흐림,포화,국6등급,1200M
139,8,13,럭셔리킹,한,수,3세,57,부민호,김동철,김명식,452,547.7,144.5,,12-   -   - 12- 12- 11- 10,00:14.6,  ,  ,00:26.3,00:38.6,00:44.9,01:04.2,01:17.3,2021년04월04일(일),흐림,포화,국6등급,1200M
140,9,5,기타리스트,한,거,3세,57,지하주,박천서,김봉섭,492,186,22.9,망사눈,9-   -   - 7- 7- 6- 6,00:14.2,  ,  ,00:25.5,00:37.5,00:43.8,01:03.0,01:17.4,2021년04월04일(일),흐림,포화,국6등급,1200M
141,10,11,보라퀸,한,암,3세,55,김정준,박희철,윤명수,477,30.7,1.3,계란형큰+,5-   -   - 6- 5- 5- 7,00:13.8,  ,  ,00:25.1,00:37.3,00:43.4,01:03.0,01:17.5,2021년04월04일(일),흐림,포화,국6등급,1200M
142,11,10,모던골드,한,수,3세,57,하정훈,심승태,김은갑,456,38.1,6,망사눈,14-   -   - 13- 13- 13- 12,00:15.0,  ,  ,00:26.4,00:38.9,00:45.2,01:04.5,01:17.9,2021년04월04일(일),흐림,포화,국6등급,1200M
143,12,14,인디라이트,한,암,3세,55,문정균,최상식,변갑한,482,85.7,48.4,망사,8-   -   - 10- 11- 12- 14,00:14.1,  ,  ,00:26.1,00:38.6,00:45.0,01:04.9,01:19.1,2021년04월04일(일),흐림,포화,국6등급,1200M
144,13,12,라스트콜,한,수,3세,54,임다빈,손영표,강승연,460,758.4,64.4,,11-   -   - 9- 9- 9- 9,00:14.3,  ,  ,00:25.9,00:37.9,00:44.3,01:04.2,01:19.2,2021년04월04일(일),흐림,포화,국6등급,1200M
145,14,6,블루카이저,한,암,3세,55,장추열,정호익,임동현,452,100.6,2.9,망사눈,4-   -   - 5- 6- 7- 11,00:13.8,  ,  ,00:25.1,00:37.4,00:43.8,01:04.5,01:19.8,2021년04월04일(일),흐림,포화,국6등급,1200M
146,1,6,블랙루키,한,암,3세,54,김용근,강성오,이용대,458,1.4,1,망사눈,8-   -   - 8- 6- 6- 3,00:14.0,  ,  ,00:25.6,00:37.5,00:43.5,01:02.5,01:16.0,2021년05월15일(토),흐림,양호,국6등급,1200M
147,2,11,스마트대보,한,암,3세,54,김정준,전승규,박철근,446,9.2,1.8,"망사눈, Triabit",3-   -   - 2- 2- 2- 1,00:13.7,  ,  ,00:24.7,00:36.5,00:42.5,01:01.9,01:16.0,2021년05월15일(토),흐림,양호,국6등급,1200M
148,3,1,러브아치,한,암,3세,54,이혁,손영표,조창석,460,6.8,2.5,눈가면,9-   -   - 7- 7- 7- 4,00:14.1,  ,  ,00:25.6,00:37.8,00:43.9,01:02.8,01:16.4,2021년05월15일(토),흐림,양호,국6등급,1200M
149,4,9,뉴호프,한,암,3세,54,박태종,최봉주,오상철,487,12.9,1.9,계란형큰,10-   -   - 10- 9- 8- 5,00:14.2,  ,  ,00:26.0,00:38.1,00:44.1,01:03.0,01:16.7,2021년05월15일(토),흐림,양호,국6등급,1200M
150,5,12,큐피드원더,한,암,3세,54,신형철,이희영,서순배,440,12.1,2.4,망사눈,11-   -   - 12- 11- 10- 9,00:14.5,  ,  ,00:26.4,00:38.8,00:44.8,01:03.5,01:16.9,2021년05월15일(토),흐림,양호,국6등급,1200M
151,6,5,미스스피드,한,암,3세,54,부민호,김동철,김명식,439,485.4,46.6,,12-   -   - 11- 12- 12- 10,00:14.6,  ,  ,00:26.3,00:38.9,00:45.1,01:03.9,01:17.4,2021년05월15일(토),흐림,양호,국6등급,1200M
152,7,10,월드메니피,한,암,3세,54,권석원,서인석,이성님,443,262.4,4.4,"계란형큰,눈가면+",1-   -   - 1- 1- 1- 2,00:13.5,  ,  ,00:24.3,00:36.3,00:42.5,01:02.2,01:17.7,2021년05월15일(토),흐림,양호,국6등급,1200M
153,8,4,동서여걸,한,암,3세,54,이철경,서홍수,김명식,412,262.4,29,"망사+,눈가면-",7-   -   - 9- 10- 11- 11,00:14.0,  ,  ,00:26.0,00:38.6,00:44.9,01:04.3,01:18.0,2021년05월15일(토),흐림,양호,국6등급,1200M
154,9,2,환상터치,한,암,4세,54,조한별,김대근,임동현,419,485.4,10.5,,4-   -   - 5- 5- 5- 6,00:13.9,  ,  ,00:25.2,00:37.4,00:43.5,01:03.1,01:18.5,2021년05월15일(토),흐림,양호,국6등급,1200M
155,10,7,원더풀리버,한,암,3세,54,박을운,배휴준,지경미,476,83,7.8,망사눈,2-   -   - 3- 3- 3- 7,00:13.7,  ,  ,00:24.8,00:36.7,00:42.8,01:03.1,01:18.6,2021년05월15일(토),흐림,양호,국6등급,1200M
156,11,8,태양타고,한,암,3세,54,최원준,지용철,최성룡,433,74.7,9.7,망사눈+,5-   -   - 4- 4- 4- 8,00:13.9,  ,  ,00:25.0,00:36.9,00:43.0,01:03.1,01:18.8,2021년05월15일(토),흐림,양호,국6등급,1200M
157,12,3,봄꽃,한,암,3세,54,조상범,최용건,박성구,480,15.2,4.7,계란형큰-,6-   -   - 6- 8- 9- 12,00:14.0,  ,  ,00:25.4,00:38.0,00:44.3,01:04.3,01:18.8,2021년05월15일(토),흐림,양호,국6등급,1200M
158,1,3,신의아들,한,수,3세,57,우에다,임봉춘,김진태a,453,13.5,1.8,망사+,3-   -   - 3- 2- 2- 1,00:13.9,  ,  ,00:25.4,00:37.2,00:43.2,01:01.8,01:14.7,2021년04월04일(일),흐림,포화,국6등급,1200M
159,2,8,로즈데이마린,한,암,4세,55,장추열,홍대유,이경희,451,2.1,1.3,,4-   -   - 4- 4- 4- 2,00:13.9,  ,  ,00:25.4,00:37.4,00:43.5,01:01.9,01:15.2,2021년04월04일(일),흐림,포화,국6등급,1200M
160,3,9,베오울프,한,수,3세,57,송재철,송문길,(주)나스카,474,18.7,2.4,,6-   -   - 6- 6- 6- 5,00:14.0,  ,  ,00:25.7,00:37.9,00:44.0,01:02.7,01:16.0,2021년04월04일(일),흐림,포화,국6등급,1200M
161,4,10,라온울프,한,암,3세,55,최범현,박종곤,라온건설,448,9.4,15.5,,9-   -   - 8- 8- 8- 6,00:14.1,  ,  ,00:25.8,00:38.2,00:44.5,01:03.2,01:16.3,2021년04월04일(일),흐림,포화,국6등급,1200M
162,5,4,선더케이,한,수,4세,53,김아현,박대흥,강경운,505,3.5,2,"계란형큰, 망사눈",1-   -   - 1- 1- 1- 3,00:13.8,  ,  ,00:25.2,00:37.0,00:43.1,01:02.3,01:16.3,2021년04월04일(일),흐림,포화,국6등급,1200M
163,6,7,특권,한,수,3세,57,박태종,우창구,이장운,442,5.5,1.5,,2-   -   - 2- 3- 3- 4,00:13.8,  ,  ,00:25.3,00:37.2,00:43.3,01:02.7,01:16.7,2021년04월04일(일),흐림,포화,국6등급,1200M
164,7,1,레드마운틴,한,수,3세,57,김동수,강성오,박순옥,427,80.3,12.1,"망사, 반가지큰",7-   -   - 7- 7- 7- 8,00:14.1,  ,  ,00:25.8,00:38.0,00:44.1,01:03.6,01:17.3,2021년04월04일(일),흐림,포화,국6등급,1200M
165,8,6,메인오브킹,한,수,3세,57,박현우,이관호,손병현,440,54.2,10.4,"망사눈,계란형큰-",8-   -   - 9- 10- 10- 9,00:14.1,  ,  ,00:26.1,00:38.6,00:44.8,01:03.8,01:17.3,2021년04월04일(일),흐림,포화,국6등급,1200M
166,9,2,모닝동자,한,거,4세,56,문성혁,전승규,김중길,469,24.2,2,"계란형큰, 망사눈",10-   -   - 10- 9- 9- 10,00:14.7,  ,  ,00:26.4,00:38.5,00:44.7,01:03.9,01:17.7,2021년04월04일(일),흐림,포화,국6등급,1200M
167,10,5,찐이야,한,수,3세,57,이철경,서홍수,이혜란,473,132.1,19.9,"계란형큰+, 망사눈",5-   -   - 5- 5- 5- 7,00:14.0,  ,  ,00:25.6,00:37.6,00:43.8,01:03.3,01:17.9,2021년04월04일(일),흐림,포화,국6등급,1200M
168,1,8,조이풀케이,한,암,4세,55,최범현,강환민,강경운,454,2.6,1.4,"계란형큰, 망사",4-   -   - 4- 4- 4- 1,00:13.6,  ,  ,00:31.0,00:44.0,00:50.6,  ,01:21.9,2021년04월04일(일),맑음,포화,국6등급,1300M
169,2,9,유롱스타,한,암,4세,52,임다빈,정호익,장위에셩,482,2.2,1.2,망사눈,1-   -   - 1- 1- 1- 2,00:13.5,  ,  ,00:30.5,00:43.5,00:50.1,  ,01:23.3,2021년04월04일(일),맑음,포화,국6등급,1300M
170,3,3,미스엘리트,한,암,4세,55,빅투아르,서홍수,태희종합건설,425,9.9,1.8,망사,6-   -   - 5- 6- 5- 3,00:13.8,  ,  ,00:31.3,00:44.1,00:50.7,  ,01:23.5,2021년04월04일(일),맑음,포화,국6등급,1300M
171,4,6,대승가온,한,암,4세,54,문성혁,서인석,문석현,431,77.3,7.2,,9-   -   - 9- 9- 9- 7,00:14.4,  ,  ,00:32.2,00:44.9,00:51.6,  ,01:24.0,2021년04월04일(일),맑음,포화,국6등급,1300M
172,5,7,농본락,한,암,4세,55,김효정,배대선,김용래,428,23.2,3,망사,3-   -   - 3- 2- 2- 4,00:13.6,  ,  ,00:30.8,00:43.7,00:50.4,  ,01:24.0,2021년04월04일(일),맑음,포화,국6등급,1300M
173,6,2,사려니퀸,한,암,4세,55,임기원,구자흥,오영익,461,6.9,1.3,망사눈,2-   -   - 2- 3- 3- 5,00:13.6,  ,  ,00:30.8,00:43.8,00:50.6,  ,01:24.1,2021년04월04일(일),맑음,포화,국6등급,1300M
174,7,10,마하조던,한,암,3세,55,하정훈,심승태,장철환,433,143.9,21.7,"계란형큰, 망사눈",8-   -   - 8- 8- 7- 6,00:14.3,  ,  ,00:31.7,00:44.5,00:51.0,  ,01:24.3,2021년04월04일(일),맑음,포화,국6등급,1300M
175,8,4,쏘아라가즈,한,암,3세,55,이준철,김대근,현태봉,457,199.3,13.7,,10-   -   - 10- 10- 10- 8,00:15.1,  ,  ,00:32.8,00:45.4,00:51.9,  ,01:25.5,2021년04월04일(일),맑음,포화,국6등급,1300M
176,9,5,텐스타,한,암,3세,55,부민호,김동철,김선식,453,61,28.1,망사눈,7-   -   - 7- 7- 8- 9,00:14.0,  ,  ,00:31.7,00:44.5,00:51.2,  ,01:25.9,2021년04월04일(일),맑음,포화,국6등급,1300M
177,10,1,컴플리트챔프,한,암,3세,55,유승완,조현수,장세준,494,14,3.8,승인편자,5-   -   - 6- 5- 6- 10,00:13.8,  ,  ,00:31.4,00:44.1,00:51.0,  ,01:27.1,2021년04월04일(일),맑음,포화,국6등급,1300M
178,1,1,울트라킹,한,거,3세,57,박태종,안병기,조명식,481,1.8,1.4,망사눈,2-   -   - 2- 2- 2- 1,00:13.8,  ,  ,00:37.1,00:50.1,00:56.7,  ,01:29.4,2021년04월04일(일),맑음,포화,국6등급,1400M
179,2,5,흑룡가무,한,거,3세,56,문성혁,서인석,정승희,487,213.8,39.7,"자극판, 망사눈",9-   -   - 10- 10- 12- 5,00:14.3,  ,  ,00:37.9,00:50.9,00:57.6,  ,01:29.9,2021년04월04일(일),맑음,포화,국6등급,1400M
180,3,10,우승환희,한,암,3세,55,송재철,김동균,이연수,479,44.9,3.1,"계란형큰, 망사눈",8-   -   - 11- 11- 10- 9,00:14.0,  ,  ,00:37.9,00:50.9,00:57.5,  ,01:30.4,2021년04월04일(일),맑음,포화,국6등급,1400M
181,4,6,오피서커맨딩,한,암,4세,55,신형철,최봉주,윤지중,478,4.3,1.4,망사눈,4-   -   - 6- 6- 4- 2,00:13.8,  ,  ,00:37.5,00:50.3,00:56.9,  ,01:30.6,2021년04월04일(일),맑음,포화,국6등급,1400M
182,5,9,내길의축복,한,암,4세,55,함완식,홍대유,유종국,481,81.8,5.4,"계란형큰-,망사눈-",10-   -   - 8- 8- 7- 6,00:14.3,  ,  ,00:37.8,00:50.6,00:57.2,  ,01:30.7,2021년04월04일(일),맑음,포화,국6등급,1400M
183,6,4,쿠레레쿠스,한,거,4세,57,박현우,이관호,이재원,479,5.1,1.9,"계란형큰, 망사눈",6-   -   - 5- 5- 6- 4,00:13.9,  ,  ,00:37.5,00:50.3,00:57.0,  ,01:30.8,2021년04월04일(일),맑음,포화,국6등급,1400M
184,7,3,브라보메이,한,거,3세,57,빅투아르,서범석,오상철,494,13.7,2.7,망사,7-   -   - 7- 7- 8- 8,00:14.0,  ,  ,00:37.7,00:50.6,00:57.3,  ,01:30.9,2021년04월04일(일),맑음,포화,국6등급,1400M
185,8,7,고고고,한,수,3세,57,다비드,서범석,청메이칭,505,127.7,12.2,눈가면,12-   -   - 12- 12- 11- 10,00:15.1,  ,  ,00:38.1,00:50.9,00:57.5,  ,01:31.1,2021년04월04일(일),맑음,포화,국6등급,1400M
186,9,2,페더럴윈,한,암,3세,55,장추열,정호익,금악목장,473,15.1,2.6,눈가면,3-   -   - 4- 4- 5- 3,00:13.8,  ,  ,00:37.4,00:50.3,00:57.0,  ,01:31.2,2021년04월04일(일),맑음,포화,국6등급,1400M
187,10,12,명진볼트,한,거,4세,57,황순도,임봉춘,정은섭,468,394.3,30.3,반가지큰+,11-   -   - 9- 9- 9- 11,00:14.5,  ,  ,00:37.8,00:50.6,00:57.3,  ,01:31.8,2021년04월04일(일),맑음,포화,국6등급,1400M
188,11,8,로열영광,한,수,3세,57,먼로,박병일,이장호,475,14.5,2.4,"계란형큰, 망사눈",5-   -   - 3- 3- 3- 7,00:13.8,  ,  ,00:37.2,00:50.1,00:56.7,  ,01:32.2,2021년04월04일(일),맑음,포화,국6등급,1400M
189,12,11,폴카,한,암,4세,55,조한별,조현수,정광화,441,159.9,41.2,"계란형큰, 망사눈",1-   -   - 1- 1- 1- 12,00:13.7,  ,  ,00:36.8,00:49.8,00:56.5,  ,01:34.0,2021년04월04일(일),맑음,포화,국6등급,1400M
190,1,7,서에번쩍,한,수,3세,54,이철경,서인석,김명환,475,7.1,1.6,"계란형큰, 눈가면",12-   -   - 12- 12- 11- 5,00:14.3,  ,  ,00:25.8,00:38.0,00:44.0,  ,01:14.1,2021년04월04일(일),맑음,포화,국5등급,1200M
191,2,14,블레싱로드,한,암,6세,53,박상우,서범석,무라카미 켄세이,405,91.7,37.6,"계란형큰, 망사",5-   -   - 4- 5- 5- 3,00:13.7,  ,  ,00:24.9,00:36.8,00:42.8,  ,01:14.3,2021년04월04일(일),맑음,포화,국5등급,1200M
192,3,13,조이오브킹,한,거,5세,54.5,김동수,조현수,신우철,501,21.9,3.5,"자극판+, 망사,계란형큰-",9-   -   - 8- 8- 8- 6,00:14.1,  ,  ,00:25.5,00:37.5,00:43.5,  ,01:14.7,2021년04월04일(일),맑음,포화,국5등급,1200M
193,4,4,기븐러너,한,수,5세,56,정정희,안병기,박정웅,467,16.6,3.6,망사눈,2-   -   - 3- 2- 2- 2,00:13.6,  ,  ,00:24.6,00:36.4,00:42.3,  ,01:15.2,2021년04월04일(일),맑음,포화,국5등급,1200M
194,5,1,캐치참,한,암,3세,53.5,문세영,강성오,김세민,462,1.7,1.2,눈가면+,1-   -   - 1- 1- 1- 1,00:13.4,  ,  ,00:24.4,00:36.1,00:42.0,  ,01:15.3,2021년04월04일(일),맑음,포화,국5등급,1200M
195,6,6,장수나봄,한,수,4세,53.5,다비드,박재우,서동해,458,143.7,6.4,망사눈,6-   -   - 6- 6- 7- 7,00:13.9,  ,  ,00:25.2,00:37.2,00:43.4,  ,01:15.5,2021년04월04일(일),맑음,포화,국5등급,1200M
196,7,2,스타워즈,한,거,3세,54,송재철,서홍수,이본희,469,11.7,1.9,"계란형큰, 망사눈",4-   -   - 5- 4- 4- 4,00:13.7,  ,  ,00:25.0,00:36.8,00:42.8,  ,01:15.6,2021년04월04일(일),맑음,포화,국5등급,1200M
197,8,5,배다리캔디,한,암,3세,51,임다빈,홍대유,송한우,461,142.8,12.2,망사,8-   -   - 11- 11- 13- 13,00:14.0,  ,  ,00:25.8,00:38.0,00:44.3,  ,01:15.8,2021년04월04일(일),맑음,포화,국5등급,1200M
198,9,10,천세만세,한,수,5세,52,조상범,박희철,신영식,527,222.9,20.4,망사눈,13-   -   - 13- 13- 12- 12,00:14.5,  ,  ,00:25.9,00:38.0,00:44.1,  ,01:15.8,2021년04월04일(일),맑음,포화,국5등급,1200M
