id,순위,마번,마명,산지,성별,연령,중량,기수명,조교사명,마주명,마체중,단승,연승,장구현황,구간별순위,S-1F,1코너,2코너,3코너,G-3F,4코너,G-1F,경주기록,날짜,날씨,주로상태,등급,거리
100,3,9,제주의흑선,한,암,5세,54.5,박상우,서범석,무라카미 켄세이,495,143.3,15.9,"계란형큰, 망사",4-   -   - 5- 8- 11- 11,00:13.6,  ,  ,00:24.8,00:37.4,00:43.8,01:02.4,01:14.8,2020년11월14일(토),맑음,건조,국4,1200M
101,4,5,다이아키,한,수,3세,52,김효정,배대선,강종우,458,11.7,2.4,망사,7-   -   - 7- 9- 9- 5,00:13.8,  ,  ,00:25.0,00:37.5,00:43.7,01:01.9,01:15.1,2020년11월14일(토),맑음,건조,국4,1200M
102,5,7,심플스타일,한,수,3세,51.5,김용근,송문길,(주)나스카,469,7.2,2.2,"계란형큰, 눈가면",8-   -   - 8- 6- 6- 8,00:13.8,  ,  ,00:25.0,00:37.2,00:43.3,01:02.1,01:15.2,2020년11월14일(토),맑음,건조,국4,1200M
103,6,11,하이비트,한,거,5세,52.5,김정준,심승태,류재욱,513,137.7,5,Triabit,10-   -   - 9- 7- 7- 6,00:14.0,  ,  ,00:25.3,00:37.3,00:43.4,01:02.0,01:15.2,2020년11월14일(토),맑음,건조,국4,1200M
104,7,8,챔프케이,한,수,4세,52.5,신형철,김윤섭,강경운,479,150.5,7.4,"계란형큰, 망사눈",11-   -   - 11- 11- 8- 7,00:14.1,  ,  ,00:25.5,00:37.6,00:43.7,01:02.1,01:15.2,2020년11월14일(토),맑음,건조,국4,1200M
105,8,2,마성질주,한,수,4세,52,김귀배,서인석,천사들의 안장,494,35.3,7.5,눈가면,3-   -   - 2- 3- 2- 3,00:13.5,  ,  ,00:24.6,00:36.7,00:42.8,01:01.3,01:15.3,2020년11월14일(토),맑음,건조,국4,1200M
106,9,1,피케이전사,한,거,4세,55,하정훈,김동균,김태성,487,18,2.9,망사눈,2-   -   - 3- 2- 4- 4,00:13.4,  ,  ,00:24.8,00:36.7,00:42.9,01:01.8,01:15.4,2020년11월14일(토),맑음,건조,국4,1200M
107,10,12,화이트벨벳,한,거,4세,51,김아현,지용철,오종환,498,178,30.3,망사,9-   -   - 10- 10- 10- 9,00:13.9,  ,  ,00:25.3,00:37.5,00:43.7,01:02.3,01:15.5,2020년11월14일(토),맑음,건조,국4,1200M
108,11,6,굴참나무숲,한,암,5세,52.5,이철경,서인석,이종욱,508,175.9,12,"계란형큰, 망사눈",12-   -   - 12- 12- 12- 12,00:14.3,  ,  ,00:26.0,00:38.1,00:44.3,01:02.7,01:15.5,2020년11월14일(토),맑음,건조,국4,1200M
109,12,3,천강성,한,수,5세,53.5,임다빈,강성오,씨유네트워크,468,17.2,3.7,망사눈,5-   -   - 6- 5- 5- 10,00:13.8,  ,  ,00:25.0,00:37.1,00:43.3,01:02.4,01:15.9,2020년11월14일(토),맑음,건조,국4,1200M
110,1,5,정상스타,한,암,4세,51,임다빈,정호익,정동진,480,12.7,3.1,반가지큰,7-   -   - 7- 7- 7- 5,00:13.8,  ,  ,00:24.8,00:36.4,00:42.5,  ,01:13.2,2020년11월14일(토),맑음,건조,혼3,1200M
111,2,4,클린업벨라,미,수,3세,55.5,임기원,박재우,씨유네트워크,495,5.5,1.4,눈가면,2-   -   - 3- 3- 2- 2,00:13.4,  ,  ,00:24.2,00:35.8,00:41.7,  ,01:13.3,2020년11월14일(토),맑음,건조,혼3,1200M
112,3,2,블루마카롱,미,암,3세,54,이준철,김대근,최병욱,464,1.6,1.2,망사눈,1-   -   - 1- 1- 1- 1,00:13.3,  ,  ,00:24.1,00:35.5,00:41.3,  ,01:13.3,2020년11월14일(토),맑음,건조,혼3,1200M
113,4,11,루킹퍼스트,미,수,3세,53,박현우,최용구,홍기석,521,7.6,3,반가지큰,6-   -   - 6- 5- 5- 3,00:13.7,  ,  ,00:24.5,00:36.0,00:42.0,  ,01:13.7,2020년11월14일(토),맑음,건조,혼3,1200M
114,5,12,금자유,미,암,3세,53.5,이동국,박병일,배태곤,452,122.2,10.5,"계란형큰, 망사눈",12-   -   - 12- 12- 12- 8,00:14.3,  ,  ,00:25.8,00:37.9,00:43.8,  ,01:13.8,2020년11월14일(토),맑음,건조,혼3,1200M
115,6,6,와일드파이트,미,거,4세,52,이현종,신삼영,유영준,460,68.4,5.2,망사눈,5-   -   - 5- 6- 6- 6,00:13.7,  ,  ,00:24.5,00:36.1,00:42.3,  ,01:13.9,2020년11월14일(토),맑음,건조,혼3,1200M
116,7,10,어느멋진날,미,거,4세,57,장추열,안병기,우태율,462,29.8,2.8,"계란형큰, 망사눈",9-   -   - 8- 8- 8- 7,00:13.9,  ,  ,00:25.0,00:36.8,00:42.8,  ,01:14.1,2020년11월14일(토),맑음,건조,혼3,1200M
117,8,8,요리조리,미,암,5세,52,문성혁,곽영효,황봉기,499,426,44,"계란형큰, 망사눈",11-   -   - 11- 11- 11- 11,00:14.2,  ,  ,00:25.7,00:37.6,00:43.4,  ,01:14.5,2020년11월14일(토),맑음,건조,혼3,1200M
118,9,9,싱싱메리,미,암,4세,56,문세영,배휴준,전석호,463,9.2,2,망사,3-   -   - 2- 2- 3- 4,00:13.4,  ,  ,00:24.1,00:35.7,00:41.7,  ,01:14.7,2020년11월14일(토),맑음,건조,혼3,1200M
119,10,1,탑매직마스터,호,거,5세,51,방춘식,김점오,이미양,475,265,31.1,"망사눈+,망사-",8-   -   - 9- 10- 10- 12,00:13.9,  ,  ,00:25.1,00:37.1,00:43.1,  ,01:15.0,2020년11월14일(토),맑음,건조,혼3,1200M
120,11,3,웰니스케이,미,거,5세,51,김용근,우창구,강경운,489,222.9,68,"망사, Triabit",10-   -   - 10- 9- 9- 10,00:14.0,  ,  ,00:25.3,00:37.0,00:42.8,  ,01:15.3,2020년11월14일(토),맑음,건조,혼3,1200M
121,12,7,교룡운우,한,수,4세,53.5,다비드,토니,(주)디알엠씨티,522,19,3.2,"계란형큰+,망사눈+,혀끈+,혀보정큰-",4-   -   - 4- 4- 4- 9,00:13.5,  ,  ,00:24.2,00:35.8,00:41.8,  ,01:17.1,2020년11월14일(토),맑음,건조,혼3,1200M
122,1,6,올댓코리아,미,거,4세,54,박현우,안해양,임두인,503,60.8,6,망사,3-   -   - 3- 3- 4- 1,00:13.5,  ,  ,00:36.0,00:48.3,00:54.7,  ,01:26.4,2020년11월14일(토),맑음,건조,혼4,1400M
123,2,8,글로벌삭스,미,거,3세,56,문세영,강성오,김창식,457,1.3,1.1,"계란형큰, 눈가면",6-   -   - 5- 4- 3- 3,00:13.7,  ,  ,00:36.3,00:48.4,00:54.6,  ,01:27.1,2020년11월14일(토),맑음,건조,혼4,1400M
124,3,3,장산골드,미,암,3세,52,김효정,최용건,김병진,511,5.1,1.3,망사,2-   -   - 2- 2- 2- 2,00:13.4,  ,  ,00:35.7,00:48.1,00:54.5,  ,01:27.2,2020년11월14일(토),맑음,건조,혼4,1400M
125,4,7,대군피닉스,미,거,4세,56,안토니오,최용구,표종순,472,60.1,4,"반가지큰, 망사눈",4-   -   - 4- 5- 5- 4,00:13.6,  ,  ,00:36.1,00:48.4,00:54.7,  ,01:27.2,2020년11월14일(토),맑음,건조,혼4,1400M
126,5,1,사려니위너,미,암,3세,54,김덕현,구자흥,오영익,455,7.4,1.6,"망사,반가지큰+",7-   -   - 7- 7- 7- 6,00:13.8,  ,  ,00:36.7,00:49.0,00:55.3,  ,01:28.6,2020년11월14일(토),맑음,건조,혼4,1400M
127,6,5,더더비,미,거,4세,56,다비드,손영표,김재용,507,15.3,3.4,"계란형큰, 망사눈",5-   -   - 6- 6- 6- 5,00:13.7,  ,  ,00:36.4,00:48.6,00:54.9,  ,01:28.9,2020년11월14일(토),맑음,건조,혼4,1400M
128,7,2,강남맨,미,수,3세,55,이혁,박천서,박평양,446,19.7,1.7,"망사눈, Triabit",8-   -   - 8- 8- 8- 8,00:14.3,  ,  ,00:37.0,00:49.2,00:55.4,  ,01:29.4,2020년11월14일(토),맑음,건조,혼4,1400M
129,8,4,문학탭,미,수,3세,54,빅투아르,이희영,김재영a,490,111.3,11.3,망사,9-   -   - 9- 9- 9- 9,00:14.4,  ,  ,00:37.0,00:49.4,00:55.6,  ,01:29.8,2020년11월14일(토),맑음,건조,혼4,1400M
130,9,9,피엔에스제프,아일,거,4세,56,이철경,구자흥,피엔에스홈즈,443,120.4,11.9,"망사, 혀끈",1-   -   - 1- 1- 1- 7,00:13.3,  ,  ,00:35.5,00:48.0,00:54.5,  ,01:31.4,2020년11월14일(토),맑음,건조,혼4,1400M
131,1,8,무도,한,수,4세,52,문세영,이관호,황은호,461,13.2,3.3,망사,12-   -   - 11- 11- 10- 5,00:15.0,  ,  ,00:37.5,00:49.3,00:55.3,01:13.4,01:26.1,2020년11월14일(토),맑음,건조,국3,1400M
132,2,3,검포,한,수,3세,54,이현종,박병일,드림커뮤니티,480,4.4,1.4,망사,2-   -   - 2- 2- 1- 1,00:13.2,  ,  ,00:34.9,00:47.1,00:53.5,01:12.7,01:26.5,2020년11월14일(토),맑음,건조,국3,1400M
133,3,11,구름손짓해,한,거,5세,52,조한별,안병기,김제영,477,95.7,9.5,계란형큰,7-   -   - 5- 5- 5- 2,00:13.6,  ,  ,00:35.5,00:47.7,00:53.9,01:13.0,01:26.7,2020년11월14일(토),맑음,건조,국3,1400M
134,4,4,에이스솔롱고,한,암,4세,51,다비드,토니,김광두,451,18.5,3.7,"계란형큰,망사눈+,혀끈-,눈가면-",10-   -   - 9- 9- 9- 3,00:13.9,  ,  ,00:36.4,00:48.6,00:54.6,01:13.3,01:26.8,2020년11월14일(토),맑음,건조,국3,1400M
135,5,1,천괴성,한,거,4세,55.5,김용근,강환민,씨유네트워크,507,23.5,2.8,계란형큰,9-   -   - 10- 10- 11- 11,00:13.9,  ,  ,00:36.9,00:49.2,00:55.3,01:14.0,01:27.3,2020년11월14일(토),맑음,건조,국3,1400M
136,6,9,라이드럭키,한,거,3세,52,문성혁,전승규,박덕희,496,4.3,2.3,"계란형큰, 눈가면",3-   -   - 3- 3- 3- 6,00:13.3,  ,  ,00:35.2,00:47.4,00:53.8,01:13.6,01:27.8,2020년11월14일(토),맑음,건조,국3,1400M
137,7,2,볼드샤이닝,한,거,5세,52,이동진,안병기,신승열,475,86.5,39.6,망사눈,6-   -   - 7- 8- 8- 9,00:13.6,  ,  ,00:36.1,00:48.5,00:54.6,01:13.9,01:27.9,2020년11월14일(토),맑음,건조,국3,1400M
138,8,12,화이트퀸,한,암,3세,56,임기원,박재우,박정재,481,2.2,1.5,망사,4-   -   - 4- 4- 4- 4,00:13.3,  ,  ,00:35.2,00:47.5,00:53.8,01:13.3,01:27.9,2020년11월14일(토),맑음,건조,국3,1400M
139,9,7,미르스톰,한,거,4세,52,김아현,김동철,이월희,463,45,4.1,망사눈,5-   -   - 6- 6- 6- 8,00:13.4,  ,  ,00:35.7,00:47.8,00:54.1,01:13.9,01:28.1,2020년11월14일(토),맑음,건조,국3,1400M
140,10,6,리빙스턴,한,수,5세,52.5,박현우,김동균,최임규,487,45.5,3.5,망사눈,8-   -   - 8- 7- 7- 7,00:13.7,  ,  ,00:36.1,00:48.1,00:54.3,01:13.8,01:28.1,2020년11월14일(토),맑음,건조,국3,1400M
141,11,5,주먹도끼,한,거,5세,52,방춘식,임채덕,이관형,505,119.1,12.5,"계란형큰, 망사눈",11-   -   - 12- 12- 12- 12,00:15.0,  ,  ,00:37.6,00:49.9,00:56.2,01:15.3,01:29.0,2020년11월14일(토),맑음,건조,국3,1400M
142,12,10,올백,한,암,3세,52,송재철,강성오,이긍열,475,12.7,4.1,"반가지큰, 눈가면",1-   -   - 1- 1- 2- 10,00:13.1,  ,  ,00:34.8,00:47.1,00:53.6,01:14.0,01:29.7,2020년11월14일(토),맑음,건조,국3,1400M
143,1,4,블루케이,한,암,3세,55,김용근,송문길,강경운,528,9999.9,9999.9,망사,1-   -   - 1- 1- 1- 1,00:13.8,  ,  ,00:36.7,00:48.9,00:55.1,01:14.0,01:27.5,2020년12월19일(토),맑음,건조,국4,1400M
144,2,11,스피드흑룡,한,거,4세,57,박태종,김점오,과천시청,516,9999.9,9999.9,망사눈,3-   -   - 2- 2- 2- 2,00:13.8,  ,  ,00:36.8,00:49.1,00:55.4,01:14.5,01:28.1,2020년12월19일(토),맑음,건조,국4,1400M
145,3,14,열린문,한,수,3세,55,문성혁,서인석,김재성a,467,9999.9,9999.9,망사눈,8-   -   - 9- 8- 8- 7,00:14.2,  ,  ,00:38.0,00:50.2,00:56.5,01:15.0,01:28.1,2020년12월19일(토),맑음,건조,국4,1400M
146,4,13,백스핀,한,암,4세,53,다비드,이관호,이경희,452,9999.9,9999.9,"계란형큰, 망사",5-   -   - 6- 7- 7- 5,00:14.0,  ,  ,00:37.7,00:50.2,00:56.4,01:15.0,01:28.3,2020년12월19일(토),맑음,건조,국4,1400M
147,5,2,다이아키,한,수,3세,54,김효정,배대선,강종우,462,9999.9,9999.9,망사,6-   -   - 4- 5- 5- 4,00:14.1,  ,  ,00:37.3,00:49.8,00:56.1,01:15.0,01:28.3,2020년12월19일(토),맑음,건조,국4,1400M
148,6,8,초인강자,한,수,3세,57,장추열,안병기,박남성,478,9999.9,9999.9,"계란형큰, 망사눈",10-   -   - 11- 11- 11- 9,00:14.4,  ,  ,00:38.3,00:50.8,00:56.9,01:15.2,01:28.5,2020년12월19일(토),맑음,건조,국4,1400M
149,7,5,천년의바람,한,거,4세,55,하정훈,임봉춘,류주영,481,9999.9,9999.9,혀끈,7-   -   - 10- 10- 9- 10,00:14.2,  ,  ,00:38.3,00:50.7,00:56.8,01:15.4,01:28.5,2020년12월19일(토),맑음,건조,국4,1400M
150,8,12,최강파티,한,거,4세,54,빅투아르,박병일,함춘,497,9999.9,9999.9,"계란형큰, 눈가면",11-   -   - 8- 9- 10- 11,00:14.5,  ,  ,00:38.0,00:50.5,00:56.8,01:15.4,01:28.5,2020년12월19일(토),맑음,건조,국4,1400M
151,9,1,천지애가,한,암,4세,52,이혁,박천서,함운일,472,9999.9,9999.9,"망사눈, 혀끈",12-   -   - 14- 14- 14- 13,00:14.7,  ,  ,00:39.2,00:51.6,00:57.7,01:15.8,01:28.6,2020년12월19일(토),맑음,건조,국4,1400M
152,10,9,페더럴캣,한,수,4세,53,김아현,지용철,금악목장,483,9999.9,9999.9,"계란형큰, 망사눈",9-   -   - 7- 6- 6- 8,00:14.3,  ,  ,00:37.9,00:50.2,00:56.4,01:15.2,01:28.6,2020년12월19일(토),맑음,건조,국4,1400M
153,11,6,천년의비,한,암,4세,55,안토니오,박대흥,류주영,482,9999.9,9999.9,"망사, 혀끈",14-   -   - 12- 12- 13- 14,00:15.1,  ,  ,00:38.4,00:50.9,00:57.1,01:16.0,01:28.9,2020년12월19일(토),맑음,건조,국4,1400M
154,12,7,스트롱러너,한,수,5세,57,신형철,서범석,이성헌,479,9999.9,9999.9,"계란형큰, 망사",13-   -   - 13- 13- 12- 12,00:14.9,  ,  ,00:38.7,00:51.0,00:57.1,01:15.7,01:29.0,2020년12월19일(토),맑음,건조,국4,1400M
155,13,10,카히나,한,암,4세,54,박을운,이관호,오종택,455,9999.9,9999.9,망사눈,2-   -   - 3- 3- 3- 6,00:13.8,  ,  ,00:37.1,00:49.5,00:55.8,01:15.0,01:29.1,2020년12월19일(토),맑음,건조,국4,1400M
156,14,3,천둥여울,한,암,3세,53,이현종,최용건,김광명,475,9999.9,9999.9,망사눈,4-   -   - 5- 4- 4- 3,00:14.0,  ,  ,00:37.3,00:49.6,00:55.9,01:14.9,01:29.1,2020년12월19일(토),맑음,건조,국4,1400M
157,1,12,런던액티브,한,암,2세,53,송재철,안해양,임흥호,483,2.1,1.6,망사+,1-   -   - 1- 1- 1- 1,00:13.4,  ,  ,00:13.4,00:24.5,00:30.6,  ,01:00.9,2020년11월08일(일),맑음,양호,국6,1000M
158,2,4,케이엔매직,한,암,2세,53,이현종,박대흥,조경수,485,3.4,1.2,"계란형큰+,망사+,혀끈+",5-   -   - 5- 3- 3- 2,00:14.1,  ,  ,00:14.1,00:24.8,00:30.8,  ,01:01.3,2020년11월08일(일),맑음,양호,국6,1000M
159,3,8,체로키마린,한,거,3세,56,이강서,리카디,이경희,484,53.8,6.8,"혀보정큰+, 망사눈",3-   -   - 3- 4- 4- 4,00:13.9,  ,  ,00:13.9,00:24.9,00:31.0,  ,01:02.3,2020년11월08일(일),맑음,양호,국6,1000M
160,4,5,라온가람,한,암,2세,53,최범현,박종곤,라온건설,457,10.3,2,,2-   -   - 2- 2- 2- 3,00:13.8,  ,  ,00:13.8,00:24.7,00:30.8,  ,01:02.3,2020년11월08일(일),맑음,양호,국6,1000M
161,5,10,파워돌풍,한,수,2세,55,함완식,송문길,박정재,493,13.6,2.4,,4-   -   - 4- 5- 5- 5,00:14.0,  ,  ,00:14.0,00:24.9,00:31.2,  ,01:02.9,2020년11월08일(일),맑음,양호,국6,1000M
162,6,1,더파이팅,한,수,2세,55,안토니오,박병일,김정철,476,4.9,1.5,,9-   -   - 9- 9- 9- 6,00:14.5,  ,  ,00:14.5,00:25.8,00:32.2,  ,01:03.0,2020년11월08일(일),맑음,양호,국6,1000M
163,7,9,찬란한날,한,수,2세,55,김용근,임봉춘,진교원,449,26,6.7,망사+,10-   -   - 10- 11- 11- 10,00:14.5,  ,  ,00:14.5,00:26.0,00:32.2,  ,01:03.2,2020년11월08일(일),맑음,양호,국6,1000M
164,8,3,글로벌천사,한,암,2세,53,이혁,최상식,장재형,476,54.5,11.8,망사,11-   -   - 11- 10- 10- 8,00:14.8,  ,  ,00:14.8,00:26.0,00:32.2,  ,01:03.3,2020년11월08일(일),맑음,양호,국6,1000M
165,9,2,크레이지선,한,수,2세,55,안효리,배대선,서창식,473,164.7,23.2,망사+,6-   -   - 6- 7- 6- 7,00:14.2,  ,  ,00:14.2,00:25.5,00:31.6,  ,01:03.5,2020년11월08일(일),맑음,양호,국6,1000M
166,10,11,초인스파크,한,수,2세,55,신형철,안병기,박남성,487,72,5.4,망사눈+,7-   -   - 7- 6- 7- 9,00:14.3,  ,  ,00:14.3,00:25.4,00:31.6,  ,01:03.9,2020년11월08일(일),맑음,양호,국6,1000M
167,11,6,달리미,한,암,3세,54,지하주,박천서,윤훈현,489,707.2,82.7,"반가지큰+, 망사눈",12-   -   - 12- 12- 12- 12,00:15.3,  ,  ,00:15.3,00:26.9,00:33.3,  ,01:04.8,2020년11월08일(일),맑음,양호,국6,1000M
168,12,7,바이킹조이,한,수,2세,55,부민호,김동균,이미경,447,177.5,19.8,,8-   -   - 8- 8- 8- 11,00:14.4,  ,  ,00:14.4,00:25.6,00:32.0,  ,01:05.6,2020년11월08일(일),맑음,양호,국6,1000M
169,1,3,해피삭스,한,암,2세,53,박을운,강환민,김창식,471,2.2,1.1,망사눈,1-   -   - 1- 1- 1- 1,00:13.4,  ,  ,00:24.1,00:35.8,00:42.0,  ,01:15.5,2020년11월08일(일),맑음,양호,국6,1200M
170,2,4,스타워즈,한,거,2세,55,송재철,서홍수,이본희,460,26.3,4.3,망사+,4-   -   - 7- 7- 7- 4,00:13.6,  ,  ,00:24.9,00:37.4,00:43.4,  ,01:15.5,2020년11월08일(일),맑음,양호,국6,1200M
171,3,6,라온샹젤리,한,암,2세,53,이혁,박종곤,라온건설,478,25.4,3.8,망사눈,12-   -   - 12- 12- 12- 7,00:14.2,  ,  ,00:25.9,00:38.1,00:44.3,  ,01:16.0,2020년11월08일(일),맑음,양호,국6,1200M
172,4,9,고고스타,한,암,2세,53,김정준,김윤섭,김재용,459,7.1,2.1,,6-   -   - 5- 5- 5- 6,00:13.6,  ,  ,00:24.7,00:37.0,00:43.1,  ,01:16.1,2020년11월08일(일),맑음,양호,국6,1200M
173,5,11,루비콘,한,암,2세,53,김옥성,홍대유,최동근,490,188,58.8,"계란형큰, 망사눈",3-   -   - 3- 3- 3- 2,00:13.5,  ,  ,00:24.1,00:36.1,00:42.3,  ,01:16.1,2020년11월08일(일),맑음,양호,국6,1200M
174,6,1,매직의함성,한,수,2세,55,박현우,이관호,황의영,516,31.8,2.8,"계란형큰, 망사눈",8-   -   - 8- 8- 8- 8,00:13.9,  ,  ,00:25.2,00:37.4,00:43.4,  ,01:16.5,2020년11월08일(일),맑음,양호,국6,1200M
175,7,12,보디가드,한,수,2세,55,조재로,조현수,(주)나스카,485,23.6,3.5,"계란형큰, 망사, 승인편자",10-   -   - 10- 10- 11- 10,00:14.0,  ,  ,00:25.2,00:37.6,00:43.9,  ,01:16.5,2020년11월08일(일),맑음,양호,국6,1200M
176,8,8,럭키월드,한,수,2세,55,이현종,김동균,윤대우,465,2.8,1.5,망사눈,5-   -   - 4- 4- 4- 3,00:13.6,  ,  ,00:24.5,00:36.5,00:42.6,  ,01:16.5,2020년11월08일(일),맑음,양호,국6,1200M
177,9,2,레드백,한,수,2세,55,우에다,박천서,윤훈현,495,210.6,26.9,"반가지큰+, 눈가면",9-   -   - 9- 9- 9- 11,00:13.9,  ,  ,00:25.2,00:37.4,00:43.5,  ,01:16.7,2020년11월08일(일),맑음,양호,국6,1200M
178,10,5,데카브리스트,한,암,3세,54,권석원,박윤규,김광영,481,26.4,19.5,망사눈+,11-   -   - 11- 11- 10- 9,00:14.1,  ,  ,00:25.4,00:37.7,00:43.8,  ,01:17.1,2020년11월08일(일),맑음,양호,국6,1200M
179,11,7,정문짱,한,수,2세,55,함완식,홍대유,김재영b,486,24.5,8.5,눈가면,2-   -   - 2- 2- 2- 5,00:13.4,  ,  ,00:24.1,00:35.9,00:42.1,  ,01:17.4,2020년11월08일(일),맑음,양호,국6,1200M
180,12,10,케이엔특급,한,거,2세,55,안토니오,박대흥,조경수,461,21.2,3.1,망사+,7-   -   - 6- 6- 6- 12,00:13.6,  ,  ,00:24.8,00:37.1,00:43.2,  ,01:18.3,2020년11월08일(일),맑음,양호,국6,1200M
181,1,12,천지울림,한,거,3세,56,이준철,김대근,고광숙,477,2.5,1.2,,6-   -   - 4- 4- 4- 2,00:13.8,  ,  ,00:31.1,00:43.7,00:50.1,01:09.2,01:22.3,2020년11월08일(일),맑음,양호,국6,1300M
182,2,10,레전드윈,한,수,3세,56,신형철,서홍수,김규중,453,22.7,5,망사눈,5-   -   - 5- 5- 5- 3,00:13.8,  ,  ,00:31.3,00:44.0,00:50.4,01:09.2,01:22.4,2020년11월08일(일),맑음,양호,국6,1300M
183,3,5,스페셜스토리,한,암,3세,54,김정준,박희철,이효선,457,11.1,2.1,눈가면,1-   -   - 1- 1- 1- 1,00:13.5,  ,  ,00:30.7,00:43.3,00:49.6,01:09.0,01:22.5,2020년11월08일(일),맑음,양호,국6,1300M
184,4,1,스피드플라잉,한,암,4세,54,박을운,조현수,최몽주,484,7.9,1.6,"계란형큰, 눈가면",2-   -   - 3- 3- 3- 4,00:13.7,  ,  ,00:31.0,00:43.7,00:50.1,01:09.6,01:23.7,2020년11월08일(일),맑음,양호,국6,1300M
185,5,7,빅토리카,한,암,2세,53,조재로,안해양,김한수,460,20.5,2.8,계란형큰+,4-   -   - 6- 6- 6- 6,00:13.8,  ,  ,00:31.5,00:44.2,00:50.6,01:10.0,01:23.9,2020년11월08일(일),맑음,양호,국6,1300M
186,6,11,그린짱,한,암,2세,53,빅투아르,홍대유,김재영b,466,2.5,1.6,망사눈,3-   -   - 2- 2- 2- 5,00:13.7,  ,  ,00:30.8,00:43.5,00:49.9,01:09.7,01:24.2,2020년11월08일(일),맑음,양호,국6,1300M
187,7,6,원더풀오렌지,한,암,3세,54,안효리,배대선,(주)녹원목장,463,23.8,5.2,망사,8-   -   - 8- 8- 8- 8,00:14.0,  ,  ,00:31.8,00:44.6,00:50.9,01:10.4,01:24.4,2020년11월08일(일),맑음,양호,국6,1300M
188,8,8,정문라이언,한,수,2세,55,조상범,홍대유,김재영b,503,184.8,23.9,,9-   -   - 7- 7- 7- 7,00:14.0,  ,  ,00:31.5,00:44.2,00:50.6,01:10.1,01:24.4,2020년11월08일(일),맑음,양호,국6,1300M
189,9,3,킬라타스,한,수,3세,56,다비드,서정하,오종택,488,14.7,3.7,"계란형큰, 망사",10-   -   - 11- 11- 12- 11,00:14.4,  ,  ,00:32.4,00:45.1,00:51.5,01:10.8,01:24.5,2020년11월08일(일),맑음,양호,국6,1300M
190,10,9,가온찬,한,암,3세,54,장추열,정호익,최종환,434,65.3,12.4,,12-   -   - 12- 12- 10- 9,00:14.7,  ,  ,00:32.8,00:45.2,00:51.4,01:10.7,01:24.5,2020년11월08일(일),맑음,양호,국6,1300M
191,11,4,럭셔리돌풍,한,수,2세,55,박현우,김동균,박정재,510,170.7,25.6,계란형큰+,11-   -   - 10- 9- 9- 10,00:14.5,  ,  ,00:32.2,00:44.8,00:51.2,01:10.7,01:25.0,2020년11월08일(일),맑음,양호,국6,1300M
192,12,2,오월강자,한,수,3세,56,김옥성,박희철,경규환,492,233.8,49.3,계란형큰,7-   -   - 9- 10- 11- 12,00:14.0,  ,  ,00:32.0,00:44.9,00:51.5,01:12.3,01:28.1,2020년11월08일(일),맑음,양호,국6,1300M
193,1,2,시리우스에이,미,수,2세,54,안토니오,박대흥,박남성,569,3.5,1.4,"계란형큰, 망사눈,혀끈-",3-   -   - 4- 4- 4- 1,00:13.6,  ,  ,00:30.5,00:42.9,00:49.3,  ,01:21.2,2020년11월08일(일),맑음,양호,혼4,1300M
194,2,6,그레이돌,미,거,3세,54,박현우,최용구,강무웅,459,109.4,12.7,"계란형큰, 망사눈, 혀끈",7-   -   - 7- 7- 7- 4,00:14.0,  ,  ,00:31.2,00:43.5,00:49.9,  ,01:21.3,2020년11월08일(일),맑음,양호,혼4,1300M
195,3,4,파인터치,미,수,3세,56,함완식,홍대유,최동근,430,4.8,1.7,,10-   -   - 10- 10- 8- 6,00:14.5,  ,  ,00:31.8,00:43.7,00:50.0,  ,01:21.5,2020년11월08일(일),맑음,양호,혼4,1300M
196,4,8,이글이글,미,거,4세,55,김옥성,서인석,이성인,527,19,4.5,"계란형큰, 눈가면",1-   -   - 1- 1- 1- 2,00:13.5,  ,  ,00:30.0,00:42.5,00:49.1,  ,01:21.9,2020년11월08일(일),맑음,양호,혼4,1300M
197,5,9,문학앙코르,미,수,2세,53,장추열,정호익,권경자,531,20,2.4,"계란형큰, 망사눈",9-   -   - 6- 5- 5- 5,00:14.2,  ,  ,00:31.0,00:43.0,00:49.5,  ,01:22.0,2020년11월08일(일),맑음,양호,혼4,1300M
198,6,11,풀부스터,미,수,3세,57,우에다,임봉춘,최몽주,459,15.5,2.1,,4-   -   - 2- 2- 2- 3,00:13.6,  ,  ,00:30.3,00:42.6,00:49.1,  ,01:22.1,2020년11월08일(일),맑음,양호,혼4,1300M
199,7,1,엉클벨,미,거,3세,57,박을운,이신영,오종택,498,2,1.4,,2-   -   - 3- 3- 3- 7,00:13.6,  ,  ,00:30.4,00:42.8,00:49.3,  ,01:23.1,2020년11월08일(일),맑음,양호,혼4,1300M
200,8,3,스마트스트롱,미,수,3세,51,임다빈,우창구,이보원,433,87.5,21.5,"망사눈, 혀끈",6-   -   - 8- 8- 9- 8,00:14.0,  ,  ,00:31.6,00:43.7,00:50.2,  ,01:23.2,2020년11월08일(일),맑음,양호,혼4,1300M
201,9,12,삼단가속,미,수,2세,53,정평수,지용철,이수길,461,1215.1,56.7,,12-   -   - 11- 11- 11- 11,00:15.1,  ,  ,00:32.4,00:44.6,00:51.0,  ,01:23.2,2020년11월08일(일),맑음,양호,혼4,1300M
